rank,cluster_id,violation_count,center_lat,center_lon,top_violation_types,matched_junction,police_stations
719,613,13,12.9971884,77.5676743923077,{'WRONG PARKING': 13},UNCATALOGUED (no official junction tag),['Malleshwaram']
720,494,13,13.014534307692308,77.57427111538462,"{'NO PARKING': 13, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Sadashivanagar']
721,651,13,12.975799325384617,77.69723746615384,"{'WRONG PARKING': 12, 'PARKING IN A MAIN ROAD': 9, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
722,720,13,12.993953438461537,77.70111170769232,"{'NO PARKING': 10, 'WRONG PARKING': 3, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
723,550,13,12.971084307692308,77.58687166923079,"{'WRONG PARKING': 12, 'PARKING ON FOOTPATH': 1, 'NO PARKING': 1}",BTP075 - Police Corner,['Halasuru Gate']
724,787,13,13.015909446153849,77.76179951538461,"{'WRONG PARKING': 11, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Mahadevapura']
725,555,13,12.950636107692306,77.57808746153846,"{'WRONG PARKING': 9, 'NO PARKING': 4}",BTP193 - Vasavi Circle,['V.V.Puram (C.Pet)']
726,525,13,12.959739609230768,77.51583027,"{'WRONG PARKING': 11, 'NO PARKING': 2, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Byatarayanapura']
727,997,13,13.052977923076922,77.48652613846154,{'WRONG PARKING': 13},UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'No Police Station']"
728,746,13,13.014146238461539,77.76102565384613,"{'WRONG PARKING': 12, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
729,117,13,12.971271353846154,77.62766386153848,"{'NO PARKING': 9, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Halasur']
730,593,13,13.053334500000002,77.48521196153845,"{'WRONG PARKING': 13, 'PARKING IN A MAIN ROAD': 1, 'PARKING ON FOOTPATH': 1}",UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'No Police Station']"
731,751,13,13.080903261538463,77.5595105846154,"{'WRONG PARKING': 11, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Yelahanka']
732,577,13,13.051397523076925,77.57484221538462,{'WRONG PARKING': 13},UNCATALOGUED (no official junction tag),['Kodigehalli']
733,956,12,13.021978033333333,77.55323695,"{'WRONG PARKING': 12, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
734,935,12,12.969357283333332,77.61970784166667,"{'NO PARKING': 10, 'WRONG PARKING': 2, 'PARKING IN A MAIN ROAD': 1}",BTP143 - ASC Junction,['Halasur']
735,673,12,12.922444658333333,77.66531416666666,{'WRONG PARKING': 12},UNCATALOGUED (no official junction tag),['Bellandur']
736,245,12,12.962721450000002,77.56597067500002,"{'WRONG PARKING': 10, 'NO PARKING': 2}","BTP089 - Police Quarters, Sultan Road",['Chamarajpet']
737,216,12,12.9063706,77.58049501666667,"{'WRONG PARKING': 6, 'NO PARKING': 6, 'DEFECTIVE NUMBER PLATE': 1}","BTP200 - 15th Cross, 33rd Main, JP Nagar",['J.P. Nagar']
738,661,12,12.972402924999997,77.60554616666667,{'NO PARKING': 12},UNCATALOGUED (no official junction tag),['Cubbon Park']
739,444,12,12.97490395,77.51327092500001,"{'WRONG PARKING': 11, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
740,901,12,12.935472008333335,77.62859785833334,"{'NO PARKING': 7, 'WRONG PARKING': 5, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Adugodi']
741,903,12,13.14094065833333,77.617723175,"{'NO PARKING': 6, 'WRONG PARKING': 6}",UNCATALOGUED (no official junction tag),['Chikkajala']
742,909,12,13.043676308333334,77.58431269166668,"{'NO PARKING': 12, 'DEFECTIVE NUMBER PLATE': 5, 'USING BLACK FILM/OTHER MATERIALS': 2}",UNCATALOGUED (no official junction tag),['Kodigehalli']
743,325,12,12.933159466666666,77.6099008,"{'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 5, 'WRONG PARKING': 4}",BTP136 - Hosur-Tavarkere Road Junction,"['Madiwala', 'Mico Layout']"
744,812,12,12.965807933333332,77.59542515,"{'NO PARKING': 12, 'PARKING IN A MAIN ROAD': 6}",BTP203 - RRMR Junction,['Halasuru Gate']
745,815,12,12.978570316666664,77.65378015833333,"{'NO PARKING': 11, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Banaswadi']
746,820,12,12.969374066666667,77.51048450833333,{'WRONG PARKING': 12},UNCATALOGUED (no official junction tag),['Jnanabharathi']
747,513,12,12.98062033,77.53680404333333,"{'WRONG PARKING': 7, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),"['Kamakshipalya', 'Magadi Road', 'Vijayanagara']"
748,848,12,12.88620000333333,77.63946802333332,{'WRONG PARKING': 12},UNCATALOGUED (no official junction tag),['Hulimavu']
749,853,12,12.843252791666666,77.68764543333334,"{'WRONG PARKING': 12, 'PARKING ON FOOTPATH': 8, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Electronic City']
750,257,12,12.914056483333335,77.65174135833334,"{'WRONG PARKING': 8, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['HSR Layout']
751,189,12,13.072542500000003,77.50330128333333,{'NO PARKING': 12},UNCATALOGUED (no official junction tag),['Chikkabanavara']
752,499,12,12.95088615,77.57384983333333,"{'WRONG PARKING': 7, 'NO PARKING': 5, 'DEFECTIVE NUMBER PLATE': 1}",BTP106 - VV Puram College,['V.V.Puram (C.Pet)']
753,902,12,13.008918800000002,77.5680079,"{'NO PARKING': 8, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Malleshwaram']
754,442,12,12.924606925,77.58375455,{'NO PARKING': 12},"BTP226 - 33rd Cross, 11th Main, Jayanagar",['Jayanagara']
755,315,12,13.025163941666667,77.51112590583332,"{'WRONG PARKING': 10, 'NO PARKING': 2, 'PARKING ON FOOTPATH': 1}",UNCATALOGUED (no official junction tag),['Peenya']
756,318,12,13.111468141666665,77.60486750833334,"{'WRONG PARKING': 12, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Yelahanka']
757,864,12,12.927024258333331,77.66982645,{'WRONG PARKING': 12},UNCATALOGUED (no official junction tag),['Bellandur']
758,464,12,12.97554466666667,77.64687381666666,{'NO PARKING': 12},UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
759,121,12,13.018853708333337,77.63946075833334,{'NO PARKING': 12},UNCATALOGUED (no official junction tag),['Banaswadi']
760,594,12,12.880207168333333,77.64119013499999,{'WRONG PARKING': 12},UNCATALOGUED (no official junction tag),['Hulimavu']
761,776,12,12.946549849999997,77.53107768333332,"{'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 8, 'WRONG PARKING': 4}",BTP098 - Nayandahalli Junction,['Byatarayanapura']
762,136,12,12.975736333333332,77.60142629166666,"{'NO PARKING': 10, 'WRONG PARKING': 2, 'PARKING ON FOOTPATH': 1}",UNCATALOGUED (no official junction tag),['Cubbon Park']
763,530,12,12.98257785,77.61532410833334,"{'NO PARKING': 12, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),"['Pulikeshinagar(F.Town)', 'Shivajinagar']"
764,807,12,12.901624533333335,77.63884214166666,{'WRONG PARKING': 12},UNCATALOGUED (no official junction tag),['HSR Layout']
765,793,12,12.982212025,77.63792079166667,"{'PARKING IN A MAIN ROAD': 8, 'WRONG PARKING': 6, 'NO PARKING': 6}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
766,551,12,13.032490433333331,77.569669075,"{'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 5, 'PARKING ON FOOTPATH': 4}",UNCATALOGUED (no official junction tag),"['Kodigehalli', 'Sadashivanagar']"
767,542,12,12.8507527,77.58812748333334,"{'NO PARKING': 10, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),"['Hulimavu', 'Thalagattapura']"
768,535,12,12.95758195,77.64381235833334,{'NO PARKING': 12},UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
769,724,12,12.988424191666667,77.72943736666667,"{'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 4, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Mahadevapura']
770,619,12,12.950876208333334,77.59749949166667,"{'WRONG PARKING': 7, 'NO PARKING': 5, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Wilson Garden']
771,764,12,12.806809891666665,77.69718048333333,"{'NO PARKING': 11, 'PARKING ON FOOTPATH': 10, 'WRONG PARKING': 9}",UNCATALOGUED (no official junction tag),['Electronic City']
772,756,12,13.020627041666666,77.76217858333334,"{'NO PARKING': 10, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Mahadevapura']
773,749,12,12.916528625,77.5712623,"{'WRONG PARKING': 12, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),"['Banashankari', 'K.S. Layout']"
774,953,12,12.917788116666669,77.56458748333334,{'WRONG PARKING': 12},UNCATALOGUED (no official junction tag),['Banashankari']
775,981,11,13.007728609090908,77.56364830909091,"{'WRONG PARKING': 6, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),['Malleshwaram']
776,753,11,13.20207329090909,77.67843506363636,{'NO PARKING': 11},UNCATALOGUED (no official junction tag),['Devanahalli Airport']
777,941,11,12.94991130909091,77.57403269999999,"{'NO PARKING': 7, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 1}",BTP107 - National College Junction,['V.V.Puram (C.Pet)']
778,610,11,12.987483627272729,77.47523171818182,"{'PARKING IN A MAIN ROAD': 7, 'WRONG PARKING': 6, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
779,567,11,12.982690987272726,77.53081144272727,"{'NO PARKING': 10, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
780,761,11,13.004608054545455,77.56823672727272,"{'WRONG PARKING': 10, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Malleshwaram']
781,581,11,13.029902972727275,77.56271179090909,"{'WRONG PARKING': 7, 'NO PARKING': 4, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),"['Sadashivanagar', 'Yeshwanthpura']"
782,801,11,12.995475718181819,77.60177585454545,"{'NO PARKING': 9, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),"['Pulikeshinagar(F.Town)', 'R.T. Nagar']"
783,805,11,13.050369545454545,77.57505207272727,"{'WRONG PARKING': 11, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
784,69,11,13.062981354545455,77.6496257909091,{'NO PARKING': 11},UNCATALOGUED (no official junction tag),['Hennuru']
785,777,11,13.000156936363636,77.68209549090908,"{'WRONG PARKING': 7, 'PARKING IN A MAIN ROAD': 5, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['Mahadevapura']
786,521,11,12.916607663636363,77.52057798181819,"{'WRONG PARKING': 10, 'DOUBLE PARKING': 2, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Kengeri']
787,809,11,12.985770745454543,77.5985745909091,"{'WRONG PARKING': 10, 'NO PARKING': 1}",BTP171 - Indian Express (Balekundri),['Shivajinagar']
788,73,11,13.052694727272725,77.64609643636364,"{'NO PARKING': 7, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Hennuru']
789,541,11,13.004894109090907,77.61516524545455,"{'WRONG PARKING': 11, 'DOUBLE PARKING': 1, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
790,768,11,12.91188989090909,77.64910003636363,"{'WRONG PARKING': 9, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['HSR Layout']
791,667,11,12.91521499090909,77.61010664545455,{'NO PARKING': 11},"BTP163 - 16th Main Road, BTM Layout",['Mico Layout']
792,253,11,12.909359045454545,77.65192097272728,{'WRONG PARKING': 11},UNCATALOGUED (no official junction tag),['HSR Layout']
793,972,11,12.949701563636363,77.59886733636364,"{'WRONG PARKING': 11, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Wilson Garden']
794,1000,11,12.974704518181818,77.65450890909091,"{'PARKING IN A MAIN ROAD': 8, 'WRONG PARKING': 8, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
795,917,11,12.964724054545451,77.57012517272727,"{'NO PARKING': 7, 'WRONG PARKING': 4, 'PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS': 2}",BTP085 - Briyand Circle,['Chamarajpet']
796,272,11,12.910553461818182,77.63248391,"{'WRONG PARKING': 8, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['HSR Layout']
797,924,11,12.947785236363636,77.56791069999998,"{'WRONG PARKING': 8, 'NO PARKING': 3}",BTP215 - Vanivillas Junction,['Basavanagudi']
798,706,11,12.875387836363638,77.63983963636362,"{'WRONG PARKING': 11, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),"['Electronic City', 'Hulimavu']"
799,428,11,13.031618854545455,77.57706537272726,"{'WRONG PARKING': 6, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),['Kodigehalli']
800,431,11,12.886953081818183,77.56533201818182,"{'WRONG PARKING': 10, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Thalagattapura']
801,900,11,12.951542954545454,77.59821050000002,{'WRONG PARKING': 11},UNCATALOGUED (no official junction tag),['Wilson Garden']
802,922,11,12.910379281818182,77.58910012727273,{'WRONG PARKING': 11},"BTP197 - 9th Cross, 24th Main, JP Nagar",['J.P. Nagar']
803,22,11,12.938540036363635,77.5535208818182,"{'NO PARKING': 10, 'DOUBLE PARKING': 1, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),"['Banashankari', 'Basavanagudi']"
804,668,11,13.063589927272726,77.57198726363636,"{'WRONG PARKING': 11, 'PARKING IN A MAIN ROAD': 1, 'PARKING NEAR ROAD CROSSING': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
805,669,11,12.992837609090907,77.56868242727272,{'WRONG PARKING': 11},UNCATALOGUED (no official junction tag),['Sheshadripuram']
806,874,11,13.19629510909091,77.7049671,"{'WRONG PARKING': 8, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Devanahalli Airport']
807,876,11,12.983056136363636,77.58754540909092,{'NO PARKING': 11},BTP035 - Basaweshwara Circle (LH) Junction,"['Cubbon Park', 'High ground']"
808,875,11,12.990882390909091,77.61397781818181,"{'WRONG PARKING': 7, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
809,348,11,13.198263690909094,77.67976340909091,"{'NO PARKING': 10, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Devanahalli Airport']
810,475,11,12.997310436363637,77.55378686363636,"{'WRONG PARKING': 7, 'NO PARKING': 4}",BTP008 - Navarang Theatre,['Rajajinagar']
811,488,11,12.900284763636364,77.65969900909091,{'WRONG PARKING': 11},UNCATALOGUED (no official junction tag),"['Bellandur', 'HSR Layout']"
812,840,11,12.994220990909092,77.69489569090909,"{'NO PARKING': 10, 'DEFECTIVE NUMBER PLATE': 2, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
813,518,11,13.057526227272728,77.64853775454546,"{'NO PARKING': 6, 'WRONG PARKING': 5}",UNCATALOGUED (no official junction tag),['Hennuru']
814,373,11,13.244268245454547,77.71442224545456,"{'WRONG PARKING': 7, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),['Devanahalli Airport']
815,827,10,12.97731679,77.56055687,"{'NO PARKING': 5, 'WRONG PARKING': 5}",BTP074 - Leprosy Hospital Junction,['Magadi Road']
816,837,10,12.981691310000002,77.70877193000001,"{'WRONG PARKING': 7, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Mahadevapura']
817,489,10,12.952334299999999,77.5797231,{'WRONG PARKING': 10},BTP119 - Minerva Circle,"['City Market', 'V.V.Puram (C.Pet)']"
818,855,10,12.972976220000001,77.60314581,"{'WRONG PARKING': 8, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Cubbon Park']
819,186,10,13.01790837,77.53920735999999,{'WRONG PARKING': 10},UNCATALOGUED (no official junction tag),['Rajajinagar']
820,191,10,12.95243792,77.58866554,"{'NO PARKING': 9, 'USING BLACK FILM/OTHER MATERIALS': 1, 'DEFECTIVE NUMBER PLATE': 1}",BTP121 - KH Circle,['Wilson Garden']
821,865,10,12.971949740000003,77.65370034,{'NO PARKING': 10},UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
822,830,10,12.959195251,77.66140602600001,"{'NO PARKING': 7, 'PARKING ON FOOTPATH': 3, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
823,597,10,12.906275830000002,77.58224427,{'NO PARKING': 10},"BTP200 - 15th Cross, 33rd Main, JP Nagar",['J.P. Nagar']
824,113,10,13.10006506,77.57975515999999,{'NO PARKING': 10},UNCATALOGUED (no official junction tag),['Yelahanka']
825,726,10,12.948854072,77.499664298,{'WRONG PARKING': 10},UNCATALOGUED (no official junction tag),['Jnanabharathi']
826,243,10,12.924331854000002,77.628782286,"{'WRONG PARKING': 6, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),"['Adugodi', 'Madiwala']"
827,734,10,12.975582919999999,77.54221953,{'NO PARKING': 10},BTP020 - Hosahalli Metro Station,['Vijayanagara']
828,767,10,12.93952208,77.63214897,"{'NO PARKING': 6, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Ashok Nagar']
829,796,10,13.0656182,77.57073783999999,{'WRONG PARKING': 10},UNCATALOGUED (no official junction tag),['Kodigehalli']
830,377,10,12.923674929999999,77.57623719,"{'WRONG PARKING': 10, 'PARKING IN A MAIN ROAD': 5}","BTP114 - KR Road Junction, Near JSS","['Banashankari', 'Jayanagara']"
831,389,10,12.93773148,77.54962497000001,"{'WRONG PARKING': 10, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Banashankari']
832,895,10,12.9894362,77.60992576999999,{'NO PARKING': 10},UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
833,401,10,12.896567229999999,77.59962687,"{'NO PARKING': 9, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),"['J.P. Nagar', 'Mico Layout']"
834,289,10,13.020042799999999,77.67455024000002,"{'WRONG PARKING': 8, 'NO PARKING': 3, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'K.R. Pura']"
835,969,10,12.9851031,77.7449481,"{'PARKING IN A MAIN ROAD': 10, 'NO PARKING': 6, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Whitefield']
836,375,10,13.11004509,77.60403429,{'WRONG PARKING': 10},UNCATALOGUED (no official junction tag),['Yelahanka']
837,469,10,13.060791900000002,77.64879389000001,"{'WRONG PARKING': 5, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),['Hennuru']
838,880,10,12.97923449,77.64539715,{'NO PARKING': 10},UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
839,697,10,13.02502508,77.5916646,{'NO PARKING': 10},UNCATALOGUED (no official junction tag),['R.T. Nagar']
840,878,10,13.058589510000001,77.58335193,{'WRONG PARKING': 10},UNCATALOGUED (no official junction tag),['Kodigehalli']
841,350,10,12.878084480000002,77.54516127000001,"{'WRONG PARKING': 6, 'NO PARKING': 4, 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC': 3}",UNCATALOGUED (no official junction tag),['Thalagattapura']
842,690,10,13.00244777,77.61568383,"{'WRONG PARKING': 9, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
843,907,10,12.96116094,77.71360753000002,{'WRONG PARKING': 10},UNCATALOGUED (no official junction tag),['HAL Old Airport']
844,411,10,12.97000553,77.58717467000001,"{'NO PARKING': 9, 'WRONG PARKING': 1}",BTP075 - Police Corner,['Halasuru Gate']
845,437,10,12.900155950000002,77.64705708,{'WRONG PARKING': 10},UNCATALOGUED (no official junction tag),['HSR Layout']
846,772,10,12.97003097,77.49663714,"{'WRONG PARKING': 10, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
847,590,10,12.96189172,77.53388220000002,{'WRONG PARKING': 10},BTP017 - Attiguppe Circle,['Vijayanagara']
848,822,10,12.99797553,77.62291117999999,"{'NO PARKING': 7, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
849,539,10,13.004151949999999,77.61646603,"{'NO PARKING': 7, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
850,587,10,12.97838764,77.71046870999999,"{'WRONG PARKING': 10, 'PARKING IN A MAIN ROAD': 3, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Mahadevapura']
851,967,10,13.040376229999998,77.62413614,"{'NO PARKING': 9, 'DEFECTIVE NUMBER PLATE': 1, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Hennuru']
852,983,10,12.91659252,77.6105521,{'WRONG PARKING': 10},"BTP163 - 16th Main Road, BTM Layout",['Mico Layout']
853,731,10,12.916867980000001,77.59357196,"{'WRONG PARKING': 10, 'NO PARKING': 8, 'PARKING ON FOOTPATH': 4}","BTP179 - 9th Block, 28th Main, Jayanagar","['J.P. Nagar', 'Jayanagara']"
854,268,10,12.88619817,77.56056383,{'NO PARKING': 10},UNCATALOGUED (no official junction tag),['Thalagattapura']
855,510,10,12.94333799,77.62174793,"{'NO PARKING': 9, 'PARKING ON FOOTPATH': 3, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Adugodi']
856,993,10,12.961279009999998,77.53351891999999,{'WRONG PARKING': 10},BTP017 - Attiguppe Circle,"['Byatarayanapura', 'Vijayanagara']"
857,778,9,12.973254293333333,77.65732245555554,"{'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 7, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
858,558,9,13.084666066666667,77.63468304444444,"{'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Hennuru']
859,727,9,12.955010555555557,77.58796732222221,"{'WRONG PARKING': 5, 'NO PARKING': 4}",BTP192 - Urvashi Theater,['Wilson Garden']
860,758,9,12.996988883333334,77.69108278444443,"{'PARKING IN A MAIN ROAD': 7, 'NO PARKING': 6, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Mahadevapura']
861,629,9,12.989000523333333,77.49961047666665,"{'NO PARKING': 7, 'WRONG PARKING': 2, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
862,614,9,12.967600333333333,77.60789806666666,"{'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 1, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Ashok Nagar']
863,717,9,12.974923677777777,77.53093887777777,"{'NO PARKING': 9, 'DEFECTIVE NUMBER PLATE': 2}",BTP214 - 5th Main Chamrajpet  Junction,['Vijayanagara']
864,723,9,13.049764888888888,77.57571213333334,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Kodigehalli']
865,642,9,13.05710468888889,77.4737832888889,"{'WRONG PARKING': 9, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['No Police Station']
866,540,9,12.911368077777777,77.60012578888887,"{'NO PARKING': 7, 'WRONG PARKING': 2}",BTP130 - GD Mara Junction,['Mico Layout']
867,148,9,13.00388491111111,77.52929754444443,"{'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 5, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Rajajinagar']
868,528,9,13.054283344444444,77.58971222222222,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Kodigehalli']
869,798,9,12.855170877777779,77.58866328888888,"{'NO PARKING': 8, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),"['Hulimavu', 'Thalagattapura']"
870,736,9,12.973736088888888,77.60654928888889,"{'NO PARKING': 7, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Cubbon Park']
871,784,9,12.891941722222223,77.58190405555555,"{'WRONG PARKING': 8, 'DEFECTIVE NUMBER PLATE': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['J.P. Nagar']
872,774,9,12.9810538,77.6570862888889,"{'NO PARKING': 6, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Banaswadi']
873,752,9,13.079047588888889,77.55904284444443,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Yelahanka']
874,948,9,12.896017455555556,77.57022697777778,"{'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),"['K.S. Layout', 'Thalagattapura']"
875,744,9,12.989433777777778,77.6132770777778,"{'NO PARKING': 8, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
876,741,9,13.019932344444445,77.562367,"{'NO PARKING': 5, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
877,740,9,12.923674475555556,77.65495921111112,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Bellandur']
878,665,9,12.91060628888889,77.58221245555556,{'WRONG PARKING': 9},"BTP197 - 9th Cross, 24th Main, JP Nagar",['J.P. Nagar']
879,378,9,12.930392588888889,77.67862135555555,"{'NO PARKING': 6, 'WRONG PARKING': 3, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Bellandur']
880,298,9,13.041352977777779,77.62157388888889,"{'NO PARKING': 7, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Hennuru']
881,927,9,12.8705953,77.65910681111112,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Electronic City']
882,934,9,12.976322033333334,77.52507626666666,"{'WRONG PARKING': 9, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Vijayanagara']
883,930,9,12.968761933333333,77.58236392222221,{'WRONG PARKING': 9},BTP038 - Mysore Bank Junction,['Halasuru Gate']
884,929,9,13.05363958888889,77.62132679999999,{'NO PARKING': 9},UNCATALOGUED (no official junction tag),['Hennuru']
885,939,9,13.07249261111111,77.58750618888888,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Kodigehalli']
886,908,9,12.93063048888889,77.63387476666668,"{'WRONG PARKING': 9, 'PARKING NEAR ROAD CROSSING': 1}",UNCATALOGUED (no official junction tag),"['Adugodi', 'Ashok Nagar']"
887,920,9,12.977522477777777,77.55118723333334,{'WRONG PARKING': 9},BTP071 - Prasanna Junction,['Magadi Road']
888,918,9,13.0727163,77.5850587,"{'WRONG PARKING': 7, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Kodigehalli']
889,408,9,13.023680533333332,77.65841903333335,{'NO PARKING': 9},UNCATALOGUED (no official junction tag),"['Banaswadi', 'Hennuru']"
